siren,adresse_ligne1,adresse_ligne2,adresse_ligne3,adress_nettoyee,adresse_regex
828740530, Rue Missiri, Centre La Batarelle Haute,, RUE MISSIRI  CENTRE LA BATARELLE HAUTE ,MISSIRI$|CENTRE$|BATARELLE$|HAUTE$
837504117,1220 Chemin des Tourraches,,,1220 CHEMIN DES TOURRACHES  ,TOURRACHES$
839632262,9 Boulevard Victor Hugo,,,9 BOULEVARD VICTOR HUGO  ,VICTOR$|HUGO$
422607655,47 Rue DE MACAU,,,47 RUE DE MACAU  ,MACAU$
447589045,,LA BORDE,BEAUPREAU, LA BORDE BEAUPREAU,BORDE$|BEAUPREAU$
530732817,,10 Chemin de Bares,, 10 CHEMIN DE BARES ,BARES$
839156916,,2 rue de la Petite Nourais,Léhon, 2 RUE DE LA PETITE NOURAIS LEHON,PETITE$|NOURAIS$|LEHON$
824338867,29 Place Gambetta,,,29 PLACE GAMBETTA  ,GAMBETTA$
381283902,  le Grand Clos,,,  LE GRAND CLOS  ,GRAND$|CLOS$
843307521,41 la Moustrie,,,41 LA MOUSTRIE  ,MOUSTRIE$
422218800,,7 impasse Jean-Sébastien Bach,, 7 IMPASSE JEAN SEBASTIEN BACH ,JEAN$|SEBASTIEN$|BACH$
323912170,,,,  ,
810785428,,Hameau De Brancion,Les Granges Mathieu, HAMEAU DE BRANCION LES GRANGES MATHIEU,BRANCION$|GRANGES$|MATHIEU$
442422838,,Chemin des Artisans,Zone Artisanale du Guimet, CHEMIN DES ARTISANS ZONE ARTISANALE DU GUIMET,ARTISANS$|ZONE$|ARTISANALE$|GUIMET$
814279782,19 Bis Rue du Calvaire,,,19 BIS RUE DU CALVAIRE  ,CALVAIRE$
843745266,,61 Avenue du Large,, 61 AVENUE DU LARGE ,LARGE$
321563819,016 Quai D'ARGONNE,,,016 QUAI D ARGONNE  ,ARGONNE$
509464038,19 avenue d'Italie,,,19 AVENUE D ITALIE  ,ITALIE$
838160349,,311 chemin de la Sainte-allée,, 311 CHEMIN DE LA SAINTE ALLEE ,SAINTE$|ALLEE$
399840438,,ZONE INDUSTRIELLE,GYE SUR SEINE, ZONE INDUSTRIELLE GYE SUR SEINE,ZONE$|INDUSTRIELLE$|GYE$|SEINE$
532893302,,15 Rue Pierre Bouvier,, 15 RUE PIERRE BOUVIER ,PIERRE$|BOUVIER$
437992084,6 place du Colonel Fabien,,,6 PLACE DU COLONEL FABIEN  ,COLONEL$|FABIEN$
833261266,72 Rue Vaillant Couturier,,,72 RUE VAILLANT COUTURIER  ,VAILLANT$|COUTURIER$
488577099,,73 Rue du Cagire,, 73 RUE DU CAGIRE ,CAGIRE$
839648599,,208 Avenue de Grande-Bretagne,, 208 AVENUE DE GRANDE BRETAGNE ,GRANDE$|BRETAGNE$
830487716,228 rue de Charenton,,,228 RUE DE CHARENTON  ,CHARENTON$
840036354,,228 Rue du Nant Boré,, 228 RUE DU NANT BORE ,NANT$|BORE$
814639134,,409 route de Saint-André Sur Vieux Jonc,ZA le Pelouset, 409 ROUTE DE SAINT ANDRE SUR VIEUX JONC ZA LE PELOUSET,SAINT$|ANDRE$|VIEUX$|JONC$|ZA$|PELOUSET$
843955840,8 avenue du Président Wilson,,,8 AVENUE DU PRESIDENT WILSON  ,PRESIDENT$|WILSON$
822828265,60B Rue de la République,,,60B RUE DE LA REPUBLIQUE  ,REPUBLIQUE$
445288400,,AU BOURG,, AU BOURG ,BOURG$
753758309,,26 Rue Parmentier,, 26 RUE PARMENTIER ,PARMENTIER$
450569561,,7 Rue Jules Maneval,, 7 RUE JULES MANEVAL ,JULES$|MANEVAL$
439910571,,lieu dit le Ponteix,Boulazac, LIEU DIT LE PONTEIX BOULAZAC,LIEU$|DIT$|PONTEIX$|BOULAZAC$
848268645,  Bétron,,,  BETRON  ,BETRON$
849355243,,475 Avenue Pierre de Coubertin,, 475 AVENUE PIERRE DE COUBERTIN ,PIERRE$|COUBERTIN$
834033409,11 rue Francoise Dolto,,,11 RUE FRANCOISE DOLTO  ,FRANCOISE$|DOLTO$
510302243,,Coatroual,, COATROUAL ,COATROUAL$
490615895,,2 rue Kleber,, 2 RUE KLEBER ,KLEBER$
834673931,1 Rue Pierre Vogade,,,1 RUE PIERRE VOGADE  ,PIERRE$|VOGADE$
489353896,,16 rue de Basseledan,, 16 RUE DE BASSELEDAN ,BASSELEDAN$
824422026,,20-22 rue André Chassefières,, 20 22 RUE ANDRE CHASSEFIERES ,ANDRE$|CHASSEFIERES$
794590216,  Parc Commercial La Source,,,  PARC COMMERCIAL LA SOURCE  ,PARC$|COMMERCIAL$|SOURCE$
448130096,13 Allée du bois hameau de,,Bellanger,13 ALLEE DU BOIS HAMEAU DE  BELLANGER,ALLEE$|BOIS$|BELLANGER$
390082394,27 BIS Allée DU PLACOT,,,27 BIS ALLEE DU PLACOT  ,ALLEE$|PLACOT$
850461781,29 Rue de Lorraine,,,29 RUE DE LORRAINE  ,LORRAINE$
843658261,37 Rue François Arago,,,37 RUE FRANCOIS ARAGO  ,FRANCOIS$|ARAGO$
323983841,22 rue Plumet,,,22 RUE PLUMET  ,PLUMET$
828460980,,19 rue Jules Ferry,, 19 RUE JULES FERRY ,JULES$|FERRY$
821791936,19 rue des Balkans,,,19 RUE DES BALKANS  ,BALKANS$
505282418,,L ASTROLABE - PARK NORD ANNECY,Metz-Tessy, L ASTROLABE   PARK NORD ANNECY METZ TESSY,ASTROLABE$|PARK$|NORD$|ANNECY$|METZ$|TESSY$
841120082,,78 rue Henri Coubrun,, 78 RUE HENRI COUBRUN ,HENRI$|COUBRUN$
501365894,,55 Cours de la Libération et du Général de Gaulle,, 55 COURS DE LA LIBERATION ET DU GENERAL DE GAULLE ,LIBERATION$|GENERAL$|GAULLE$
349835603,,route de Jonquerettes,, ROUTE DE JONQUERETTES ,JONQUERETTES$
492643762,10 rue des Gravilliers,,,10 RUE DES GRAVILLIERS  ,GRAVILLIERS$
483123741,51 rue de Lappe,,,51 RUE DE LAPPE  ,LAPPE$
342215407,154 AL DES ERABLES,,ZONE DE FRET NORD,154 AL DES ERABLES  ZONE DE FRET NORD,AL$|ERABLES$|ZONE$|FRET$|NORD$
848235834,11 Rue du Quatre Septembre,,,11 RUE DU QUATRE SEPTEMBRE  ,QUATRE$|SEPTEMBRE$
381078104,,1206 route de Cachen,, 1206 ROUTE DE CACHEN ,CACHEN$
411231657,,allée Clotaire 1er,, ALLEE CLOTAIRE 1ER ,ALLEE$|CLOTAIRE$|ER$
722003936,,avenue des Sables,, AVENUE DES SABLES ,SABLES$
493217962,,14 BOULEVARD GAMBETTA,, 14 BOULEVARD GAMBETTA ,GAMBETTA$
804676641,,23 Allées Jean Jaurès,, 23 ALLEES JEAN JAURES ,ALLEES$|JEAN$|JAURES$
832363923,53 rue de Cléry,,,53 RUE DE CLERY  ,CLERY$
450888193,59 Avenue de la Source,,,59 AVENUE DE LA SOURCE  ,SOURCE$
481870780,70 Avenue Du général De Gaulle,,,70 AVENUE DU GENERAL DE GAULLE  ,GENERAL$|GAULLE$
830225173,,2 rue de Bel Ebat,, 2 RUE DE BEL EBAT ,BEL$|EBAT$
837681840,,1952 route des Pugets,, 1952 ROUTE DES PUGETS ,PUGETS$
838887255,,45 avenue Charras,, 45 AVENUE CHARRAS ,CHARRAS$
331220822, Place Langlois,,, PLACE LANGLOIS  ,LANGLOIS$
410176598,2 Avenue de Toutevoie,,,2 AVENUE DE TOUTEVOIE  ,TOUTEVOIE$
491863585,,Route de Saint-Girons,, ROUTE DE SAINT GIRONS ,SAINT$|GIRONS$
525347670,,3 rue de Saint-michel,, 3 RUE DE SAINT MICHEL ,SAINT$|MICHEL$
478006612,,1 lotissement Saint-Michel,chemin du Pont de Lamartine, 1 LOTISSEMENT SAINT MICHEL CHEMIN DU PONT DE LAMARTINE,SAINT$|MICHEL$|PONT$|LAMARTINE$
514187194,,Quartier d'Aunas,, QUARTIER D AUNAS ,AUNAS$
376077061,,45 RUE BAYARD,CONCARNEAU, 45 RUE BAYARD CONCARNEAU,BAYARD$|CONCARNEAU$
492127212,,26 rue des Gobelins,Reims, 26 RUE DES GOBELINS REIMS,GOBELINS$|REIMS$
841620198,Incub Inseec,25 Rue de l'Université,,INCUB INSEEC 25 RUE DE L UNIVERSITE ,INCUB$|INSEEC$|UNIVERSITE$
527759864,507 Place des Champs Elysées,,,507 PLACE DES CHAMPS ELYSEES  ,CHAMPS$|ELYSEES$
452746506,,14 AV. DES VIVIERS,, 14 AV  DES VIVIERS ,AV$|VIVIERS$
534394184,16 rue Oberkampf,,,16 RUE OBERKAMPF  ,OBERKAMPF$
849961008,28  la Boutinière,,,28  LA BOUTINIERE  ,BOUTINIERE$
333087625, Lieu-dit les Rehardières,,, LIEU DIT LES REHARDIERES  ,LIEU$|DIT$|REHARDIERES$
845180017,1 Rue du docteur peyrot, résidence Les Grands Bois,,1 RUE DU DOCTEUR PEYROT  RESIDENCE LES GRANDS BOIS ,DOCTEUR$|PEYROT$|GRANDS$|BOIS$
841664352,106 Rue du Château,,,106 RUE DU CHATEAU  ,CHATEAU$
408527620,,5 rue Brauhauban,, 5 RUE BRAUHAUBAN ,BRAUHAUBAN$
414392993,,2 rue Porte d'En Haut - Chez Mr Et Mme Daubre Christophe,DIERREY ST PIERRE, 2 RUE PORTE D EN HAUT   CHEZ MR ET MME DAUBRE CHRISTOPHE DIERREY ST PIERRE,PORTE$|HAUT$|CHEZ$|MR$|MME$|DAUBRE$|CHRISTOPHE$|DIERREY$|ST$|PIERRE$
484914791,12 la Haute,vallée (La Chapelle Basse-Mer),,12 LA HAUTE VALLEE  LA CHAPELLE BASSE MER  ,HAUTE$|VALLEE$|CHAPELLE$|BASSE$|MER$
848995056,,1 rue Kergompez,, 1 RUE KERGOMPEZ ,KERGOMPEZ$
841114259,,9 rue Adjudant Galland,, 9 RUE ADJUDANT GALLAND ,ADJUDANT$|GALLAND$
879436251,195 bis rue Raymond Losserand,,,195 BIS RUE RAYMOND LOSSERAND  ,RAYMOND$|LOSSERAND$
330159450,,10B RUE DU CHANT DES OISEAUX,, 10B RUE DU CHANT DES OISEAUX ,CHANT$|OISEAUX$
839362605,  ZA Beauséjour,,,  ZA BEAUSEJOUR  ,ZA$|BEAUSEJOUR$
392013116,,La Maladiere-Chez M.Jean Pierre Alexeline,, LA MALADIERE CHEZ M JEAN PIERRE ALEXELINE ,MALADIERE$|CHEZ$|JEAN$|PIERRE$|ALEXELINE$
808330641,,111 Route de Genas,, 111 ROUTE DE GENAS ,GENAS$
838982874,11 Allée DES COURLIS,,,11 ALLEE DES COURLIS  ,ALLEE$|COURLIS$
494264500,,5 rue Lyvie Geisse,, 5 RUE LYVIE GEISSE ,LYVIE$|GEISSE$
529319089,14B Route de Meyre,,,14B ROUTE DE MEYRE  ,MEYRE$
347630964,34 Rue Caffarelli,,,34 RUE CAFFARELLI  ,CAFFARELLI$
490122538,,1 rue Ambroise Paré,, 1 RUE AMBROISE PARE ,AMBROISE$|PARE$
850770850,2 Avenue parmentier,,,2 AVENUE PARMENTIER  ,PARMENTIER$
799739701,,Lieu dit Moulin de Lardit,, LIEU DIT MOULIN DE LARDIT ,LIEU$|DIT$|MOULIN$|LARDIT$
812822575,C/o 3ao Patrimoine,148 boulevard Haussmann,,C O 3AO PATRIMOINE 148 BOULEVARD HAUSSMANN ,AO$|PATRIMOINE$|HAUSSMANN$
422802371,,332 rue Carnot,, 332 RUE CARNOT ,CARNOT$
849534755,32 Rue DE BRETAGNE,,,32 RUE DE BRETAGNE  ,BRETAGNE$
389086984,,6 Rue de la Bourse,, 6 RUE DE LA BOURSE ,BOURSE$
317403749,,1701 RTE NATIONALE,FONTAINE NOTRE DAME, 1701 RTE NATIONALE FONTAINE NOTRE DAME,RTE$|NATIONALE$|FONTAINE$|DAME$
314928938,,"de la Liquidation : 10, rue Guy de Maupassant",, DE LA LIQUIDATION   10  RUE GUY DE MAUPASSANT ,LIQUIDATION$|GUY$|MAUPASSANT$
353735855, Avenue GUTEMBERG,,, AVENUE GUTEMBERG  ,GUTEMBERG$
833967193,2 Allée des glaïeuls,,,2 ALLEE DES GLAIEULS  ,ALLEE$|GLAIEULS$
480061340,,Grand rue,Douvy, GRAND RUE DOUVY,GRAND$|DOUVY$
838251551,57 Boulevard Maréchal de Lattre de Tassigny,,,57 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY  ,MARECHAL$|LATTRE$|TASSIGNY$
442917993,5 allée du Professeur Biserte,,,5 ALLEE DU PROFESSEUR BISERTE  ,ALLEE$|PROFESSEUR$|BISERTE$
485163851,,15 RUE DES HORTES,, 15 RUE DES HORTES ,HORTES$
751316316,35 Avenue Fernand Coin, Rs les Finances -Bât E- Apt 137,,35 AVENUE FERNAND COIN  RS LES FINANCES  BAT E  APT 137 ,FERNAND$|COIN$|RS$|FINANCES$|BAT$|APT$
523254209,,7 place d'Armagnac,, 7 PLACE D ARMAGNAC ,ARMAGNAC$
752806703,,78 Rue du Bourg,, 78 RUE DU BOURG ,BOURG$
834155251,,41 route du Plessis,Juigné-sur-Loire, 41 ROUTE DU PLESSIS JUIGNE SUR LOIRE,PLESSIS$|JUIGNE$|LOIRE$
753529437,,103 Avenue Franklin Roosevelt,, 103 AVENUE FRANKLIN ROOSEVELT ,FRANKLIN$|ROOSEVELT$
752957381,15 Rue de la République,15 Rue Dominique Piazza,,15 RUE DE LA REPUBLIQUE 15 RUE DOMINIQUE PIAZZA ,REPUBLIQUE$|DOMINIQUE$|PIAZZA$
418417168,,25 Rue DU COLONEL GAZEILLES CHEZ MR MME BAYARD GILLES,, 25 RUE DU COLONEL GAZEILLES CHEZ MR MME BAYARD GILLES ,COLONEL$|GAZEILLES$|CHEZ$|MR$|MME$|BAYARD$|GILLES$
519892368,  Le Village,,,  LE VILLAGE  ,
843116815,47 boulevard Diderot,,,47 BOULEVARD DIDEROT  ,DIDEROT$
380069153,,Sansole route de Toulouse,, SANSOLE ROUTE DE TOULOUSE ,SANSOLE$|TOULOUSE$
791273360,31 bis rue de la Commune de Paris,,,31 BIS RUE DE LA COMMUNE DE PARIS  ,COMMUNE$|PARIS$
848674289,7 Rue Diderot, Hall d'Alembert,,7 RUE DIDEROT  HALL D ALEMBERT ,DIDEROT$|HALL$|ALEMBERT$
753322908,68 rue du Fg Saint Honoré,,,68 RUE DU FG SAINT HONORE  ,FG$|SAINT$|HONORE$
843921420,,47 route d'Ambazac,, 47 ROUTE D AMBAZAC ,AMBAZAC$
498942507,,12 PL DE LA REPUBLIQUE,CHATELAUDREN, 12 PL DE LA REPUBLIQUE CHATELAUDREN,PL$|REPUBLIQUE$|CHATELAUDREN$
345115216,47 rue Vincent Auriol,,,47 RUE VINCENT AURIOL  ,VINCENT$|AURIOL$
420065815,,LE BAS VILLEMELE,VERN D'ANJOU, LE BAS VILLEMELE VERN D ANJOU,BAS$|VILLEMELE$|VERN$|ANJOU$
382195535,,129 Avenue Victor Hugo,, 129 AVENUE VICTOR HUGO ,VICTOR$|HUGO$
843822305,87 Rue de Strasbourg,,,87 RUE DE STRASBOURG  ,STRASBOURG$
452188550,,20 boulevard Jacques Duclos,, 20 BOULEVARD JACQUES DUCLOS ,JACQUES$|DUCLOS$
832256382,26 rue Daniel Stern,,,26 RUE DANIEL STERN  ,DANIEL$|STERN$
819664558,14 Rue de la Mairie,,,14 RUE DE LA MAIRIE  ,MAIRIE$
490155710,,10 lotissement les Mourades,, 10 LOTISSEMENT LES MOURADES ,MOURADES$
844516286, Rue du Chemin Blanc,,Champlan, RUE DU CHEMIN BLANC  CHAMPLAN,BLANC$|CHAMPLAN$
840539829,,5 Rue de Paris,, 5 RUE DE PARIS ,PARIS$
342841707,,86 impasse des Boutons d'Or,, 86 IMPASSE DES BOUTONS D OR ,BOUTONS$|OR$
822427803,2 Rue de la Croix Rouge,,,2 RUE DE LA CROIX ROUGE  ,CROIX$|ROUGE$
789848702,,7 Rue de la Poste,, 7 RUE DE LA POSTE ,POSTE$
504166711,,26bis avenue des Bastides,, 26BIS AVENUE DES BASTIDES ,BASTIDES$
440746238,,16 Avenue de Coucy,, 16 AVENUE DE COUCY ,COUCY$
844872614,,Lieu Dit le Pont,, LIEU DIT LE PONT ,LIEU$|DIT$|PONT$
849701859,31 Rue Pauline Kergomard, Appartement 6,,31 RUE PAULINE KERGOMARD  APPARTEMENT 6 ,PAULINE$|KERGOMARD$|APPARTEMENT$
384308227,,205 RUE ACROPOLE,RES. PARTHENA II, 205 RUE ACROPOLE RES  PARTHENA II,ACROPOLE$|RES$|PARTHENA$|II$
529110447,,15 place Ferrer,, 15 PLACE FERRER ,FERRER$
820890416,03 Rue des Bas-Rogers,,,03 RUE DES BAS ROGERS  ,BAS$|ROGERS$
414446278,,JUPEAU,, JUPEAU ,JUPEAU$
833018765,34 avenue Dampierre,,,34 AVENUE DAMPIERRE  ,DAMPIERRE$
840330633,,257 avenue du Bolmon,ZA la Palunette, 257 AVENUE DU BOLMON ZA LA PALUNETTE,BOLMON$|ZA$|PALUNETTE$
433961174,,17 Rue Pierre Rameil,, 17 RUE PIERRE RAMEIL ,PIERRE$|RAMEIL$
343930111,,ZONE ARTISANALE LES PLANCHES,, ZONE ARTISANALE LES PLANCHES ,ZONE$|ARTISANALE$|PLANCHES$
834905572,,8 rue de l'Eglise,, 8 RUE DE L EGLISE ,EGLISE$
790086540,,Lartige,, LARTIGE ,LARTIGE$
453362121,  Les Girards,,,  LES GIRARDS  ,GIRARDS$
349779041,,60 RUE DES MORIERS,, 60 RUE DES MORIERS ,MORIERS$
491201976,  Espace Performance, Bâtiment c1,,  ESPACE PERFORMANCE  BATIMENT C1 ,ESPACE$|PERFORMANCE$|BATIMENT$
522275825,,22 boulevard Pierre Brossolette,, 22 BOULEVARD PIERRE BROSSOLETTE ,PIERRE$|BROSSOLETTE$
510932197,,8 boulevard de Vesone,, 8 BOULEVARD DE VESONE ,VESONE$
819840919,,63 Rue de la Garenne,, 63 RUE DE LA GARENNE ,GARENNE$
421617515,3 rue de Meilleret,,,3 RUE DE MEILLERET  ,MEILLERET$
499904852,,3 place de l'Eglise,, 3 PLACE DE L EGLISE ,EGLISE$
61721353,, 9/11 AVENUE DU PRADO,,  9 11 AVENUE DU PRADO ,PRADO$
848078994,83 Quai de la Banquière,,,83 QUAI DE LA BANQUIERE  ,BANQUIERE$
533127437,,138 Avenue Thiers,, 138 AVENUE THIERS ,THIERS$
490913118,,23 rue de Saint-Cyr,, 23 RUE DE SAINT CYR ,SAINT$|CYR$
397538448,1 Avenue DU GENERAL LECLERC,,,1 AVENUE DU GENERAL LECLERC  ,GENERAL$|LECLERC$
801558776,26 avenue Félix Faure,,,26 AVENUE FELIX FAURE  ,FELIX$|FAURE$
839634102,,6 rue de la Rose,, 6 RUE DE LA ROSE ,ROSE$
57809915,143 Rue FELIX PYAT, 143 RUE FELIX PYAT,,143 RUE FELIX PYAT  143 RUE FELIX PYAT ,FELIX$|PYAT$|FELIX$|PYAT$
753651884,88 Allée de l'Albaron,,,88 ALLEE DE L ALBARON  ,ALLEE$|ALBARON$
797677002,296 Rue du Professeur Paul Milliez,,,296 RUE DU PROFESSEUR PAUL MILLIEZ  ,PROFESSEUR$|PAUL$|MILLIEZ$
448439182,6 Rue Charles IX,,,6 RUE CHARLES IX  ,CHARLES$|IX$
791142474,,Mairie de Bordères-Louron,Maison de la Vallée, MAIRIE DE BORDERES LOURON MAISON DE LA VALLEE,MAIRIE$|BORDERES$|LOURON$|MAISON$|VALLEE$
356000000,150 avenue de Grammont,,,150 AVENUE DE GRAMMONT  ,GRAMMONT$
482705514, Résidence le Rocher, R1 les Balcons de Sainte Foy,, RESIDENCE LE ROCHER  R1 LES BALCONS DE SAINTE FOY ,ROCHER$|BALCONS$|SAINTE$|FOY$
389609967,57 Boulevard DE LA REPUBLIQUE,,,57 BOULEVARD DE LA REPUBLIQUE  ,REPUBLIQUE$
827930371,88 Rue LONGUE DES CAPUCINS,,,88 RUE LONGUE DES CAPUCINS  ,LONGUE$|CAPUCINS$
807483706,19 Square de la Pauline Entrée G, Résidence La Pauline Bt 19,,19 SQUARE DE LA PAULINE ENTREE G  RESIDENCE LA PAULINE BT 19 ,PAULINE$|ENTREE$|PAULINE$|BT$
509858940,,104 boulevard des Plages,, 104 BOULEVARD DES PLAGES ,PLAGES$
793138538,,212 Chemin Des Delphiniums,, 212 CHEMIN DES DELPHINIUMS ,DELPHINIUMS$
528006794,,79 Chemin Départemental,Lieudit l'Oulm, 79 CHEMIN DEPARTEMENTAL LIEUDIT L OULM,DEPARTEMENTAL$|LIEUDIT$|OULM$
837596188,,1 rue du Général de Gaulle,, 1 RUE DU GENERAL DE GAULLE ,GENERAL$|GAULLE$
435281944,,39 Route de Vourles,, 39 ROUTE DE VOURLES ,VOURLES$
797858446,57 rue du Docteur Blanche,,,57 RUE DU DOCTEUR BLANCHE  ,DOCTEUR$|BLANCHE$
328723960,,,Bois des Sablières,  BOIS DES SABLIERES,BOIS$|SABLIERES$
433370079,,"Lieudit ""Prat Levrech""",, LIEUDIT  PRAT LEVRECH  ,LIEUDIT$|PRAT$|LEVRECH$
850823931,,200 Rue de Vesegnin,, 200 RUE DE VESEGNIN ,VESEGNIN$
834570533,,14 rue de la Sansonnière,Saint-Sulpice-sur-Loire, 14 RUE DE LA SANSONNIERE SAINT SULPICE SUR LOIRE,SANSONNIERE$|SAINT$|SULPICE$|LOIRE$
432159952,,390 boulevard Roosevelt,, 390 BOULEVARD ROOSEVELT ,ROOSEVELT$
851034108,,720 boulevard Georges Clémenceau,le Valentin, 720 BOULEVARD GEORGES CLEMENCEAU LE VALENTIN,GEORGES$|CLEMENCEAU$|VALENTIN$
429143084,,14 Avenue de la Gare,, 14 AVENUE DE LA GARE ,GARE$
447787474,,19 rue Principale,, 19 RUE PRINCIPALE ,PRINCIPALE$
16250029,,,Semoutiers,  SEMOUTIERS,SEMOUTIERS$
483416160,,31 Rue du Mesnil,, 31 RUE DU MESNIL ,MESNIL$
827896788,32 rue Pelleport,,,32 RUE PELLEPORT  ,PELLEPORT$
821789054,33 rue Daru,,,33 RUE DARU  ,DARU$
840700892,16 rue de la Basse Musse,,,16 RUE DE LA BASSE MUSSE  ,BASSE$|MUSSE$
307446518,  QUARTIER TALIAN,,,  QUARTIER TALIAN  ,TALIAN$
844007211,,6 rue Jean-baptiste Vaillant,, 6 RUE JEAN BAPTISTE VAILLANT ,JEAN$|BAPTISTE$|VAILLANT$
384917894,,511 avenue Charles de Gaulle,, 511 AVENUE CHARLES DE GAULLE ,CHARLES$|GAULLE$
850056532,,463 Route du Château,, 463 ROUTE DU CHATEAU ,CHATEAU$
429958408,,"Bureaux Arkadi, Centre Commercial le Solis - avenue de la Mer",, BUREAUX ARKADI  CENTRE COMMERCIAL LE SOLIS   AVENUE DE LA MER ,BUREAUX$|ARKADI$|CENTRE$|COMMERCIAL$|SOLIS$|MER$
852195502,Bat A,49 rue de l'Ourcq,,BAT A 49 RUE DE L OURCQ ,BAT$|OURCQ$
838956357,Psa Bastille,5 rue Lacuée,,PSA BASTILLE 5 RUE LACUEE ,PSA$|BASTILLE$|LACUEE$
837700830,19 rue Pierre Semard,,,19 RUE PIERRE SEMARD  ,PIERRE$|SEMARD$
390840130,,CHEMIN DES RONDES,, CHEMIN DES RONDES ,RONDES$
480317270, Avenue DE FREJUS, LE CENTRE COMMERCIAL LE 601,, AVENUE DE FREJUS  LE CENTRE COMMERCIAL LE 601 ,FREJUS$|CENTRE$|COMMERCIAL$
391118056,67 avenue Daumesnil,,,67 AVENUE DAUMESNIL  ,DAUMESNIL$
822758454,42 Rue de Tauzia,,,42 RUE DE TAUZIA  ,TAUZIA$
523894954,,24 route du Mont Sauveur,, 24 ROUTE DU MONT SAUVEUR ,MONT$|SAUVEUR$
322993841,,Marina Di Santa Giulia,, MARINA DI SANTA GIULIA ,MARINA$|DI$|SANTA$|GIULIA$
847986676,13 Boulevard RESIDENCE GUSTAVE GANAY BAT H, AV FREDERIC MISTRAL - BD PUGETTE,,13 BOULEVARD RESIDENCE GUSTAVE GANAY BAT H  AV FREDERIC MISTRAL   BD PUGETTE ,GUSTAVE$|GANAY$|BAT$|AV$|FREDERIC$|MISTRAL$|BD$|PUGETTE$
834157513,6-12 Rue ANDRAS BECK,,,6 12 RUE ANDRAS BECK  ,ANDRAS$|BECK$
830919890,31 rue Victor Massé,,,31 RUE VICTOR MASSE  ,VICTOR$|MASSE$
479019630,,175 Route de Bussy,, 175 ROUTE DE BUSSY ,BUSSY$
830128898,,146 boulevard Dauphinot,, 146 BOULEVARD DAUPHINOT ,DAUPHINOT$
791848286,,14 Place du Marché,, 14 PLACE DU MARCHE ,
483973715,,11  Terrasse de la Véronne,, 11  TERRASSE DE LA VERONNE ,TERRASSE$|VERONNE$
713680445,,12 Rue du Maréchal Juin,, 12 RUE DU MARECHAL JUIN ,MARECHAL$|JUIN$
534165857,,14 rue César Campinchi,, 14 RUE CESAR CAMPINCHI ,CESAR$|CAMPINCHI$
751345687,38 Boulevard Pesaro,,,38 BOULEVARD PESARO  ,PESARO$
444283741,,Lieu-dit Le Pilon,, LIEU DIT LE PILON ,LIEU$|DIT$|PILON$
443949854,4 Rue de la Viorme-ZAC,,des Godets-Les Petits Ruisseaux,4 RUE DE LA VIORME ZAC  DES GODETS LES PETITS RUISSEAUX,VIORME$|ZAC$|GODETS$|PETITS$|RUISSEAUX$
489024463,,La Croix de la Ferrière,, LA CROIX DE LA FERRIERE ,CROIX$|FERRIERE$
814265831,8 rue du vignoble,,,8 RUE DU VIGNOBLE  ,VIGNOBLE$
842371551,,52 à rue de l'Olivier,lotissement les Alouettes, 52 A RUE DE L OLIVIER LOTISSEMENT LES ALOUETTES,OLIVIER$|ALOUETTES$
420829244,93 rue de Montreuil,,,93 RUE DE MONTREUIL  ,MONTREUIL$
837486372,28 Rue Escudier,,,28 RUE ESCUDIER  ,ESCUDIER$
850739681,83 la Grée,domaine de Saint-Denac,,83 LA GREE DOMAINE DE SAINT DENAC ,GREE$|SAINT$|DENAC$
813869526,,1 impasse de l'Orchidée,Roseires d'Aval, 1 IMPASSE DE L ORCHIDEE ROSEIRES D AVAL,ORCHIDEE$|ROSEIRES$|AVAL$
408370757,,,la Béliné,  LA BELINE,BELINE$
513106823,32 rue de Condé,,,32 RUE DE CONDE  ,CONDE$
834406746,  Haut de Beynac, Le Point de Vue,,  HAUT DE BEYNAC  LE POINT DE VUE ,HAUT$|BEYNAC$|POINT$|VUE$
524101425,8-10 Rue de la Haie Coq, Marché Cifa Lot 32,,8 10 RUE DE LA HAIE COQ  MARCHE CIFA LOT 32 ,HAIE$|COQ$|CIFA$|LOT$
507762755,40 Rue de Fresnes,,,40 RUE DE FRESNES  ,FRESNES$
504843806,69 rue Mouffetard,,,69 RUE MOUFFETARD  ,MOUFFETARD$
502256936,  Parc d'Activités Alpespace, Voie Aristide Bergès,,  PARC D ACTIVITES ALPESPACE  VOIE ARISTIDE BERGES ,PARC$|ACTIVITES$|ALPESPACE$|VOIE$|ARISTIDE$|BERGES$
812773356,59 rue Boissière,,,59 RUE BOISSIERE  ,BOISSIERE$
444925002,,25 Bis rue Saint-Pierre,, 25 BIS RUE SAINT PIERRE ,SAINT$|PIERRE$
480908771,11 rue Saint-Luc,,,11 RUE SAINT LUC  ,SAINT$|LUC$
830473146,89 rue de Lagny,,,89 RUE DE LAGNY  ,LAGNY$
452112196, Rue Berthelot, Les Espaluns III,, RUE BERTHELOT  LES ESPALUNS III ,BERTHELOT$|ESPALUNS$|III$
391612181,,115 rue de la Quille,Cumières, 115 RUE DE LA QUILLE CUMIERES,QUILLE$|CUMIERES$
852661446,,Maison Poxolia,, MAISON POXOLIA ,MAISON$|POXOLIA$
